REF_AREA,Reference area,Measure,Unit of measure,Sex,Age,TIME_PERIOD
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1997
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1998
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1999
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2001
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2002
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2003
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2004
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2022
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2023
ISR,Israel,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,2024
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1990
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1991
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1992
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1993
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1994
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1995
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1996
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1997
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1998
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,1999
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2000
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2001
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2002
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2003
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2004
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2005
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2006
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2007
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2008
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2009
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2010
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2011
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2012
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2013
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2014
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2015
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2016
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2017
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2018
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2019
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2020
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2021
ISR,Israel,Effective labour market exit age,Years,Female,Not applicable,2022
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1970
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1971
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1972
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1973
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1974
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1975
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1976
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1977
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1978
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1979
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1980
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1981
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1982
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1983
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1984
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1985
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1986
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1987
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1988
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1989
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1990
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1991
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1992
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1993
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1994
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1995
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1996
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1997
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1998
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,1999
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2000
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2001
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2002
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2003
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2004
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2005
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2006
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2007
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2008
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2009
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2010
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2011
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2012
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2013
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2014
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2015
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2016
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2017
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2018
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2019
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2020
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2021
SVN,Slovenia,Effective labour market exit age,Years,Male,Not applicable,2022
LTU,Lithuania,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
COL,Colombia,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
CRI,Costa Rica,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
CRI,Costa Rica,Effective labour market exit age,Years,Male,Not applicable,1985
