Country Names,REF_AREA,ISO,TIME_PERIOD,Age,% of pop percieved  health,Well-being value,Measure,Unit of measure,65+ values,Mean Exposure to PM2.5 Mg/metere3,POLLUTANT,Total man-made emissions in Tonnes,% of GDP spent on Ed.
India,IND,,2001,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,8.6,,,,
India,IND,,2002,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,8.7,,,,
India,IND,,2003,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,8.8,,,,
India,IND,,2004,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,8.8,,,,
India,IND,,2022,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,11.7,,,,
India,IND,,2023,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,11.6,,,,
India,IND,,2024,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,11.9,,,,
India,IND,,1988,,,,Effective labour market exit age,Years,61.6,,,,
India,IND,,1989,,,,Effective labour market exit age,Years,62.5,,,,
India,IND,,1990,,,,Effective labour market exit age,Years,63.7,,,,
India,IND,,1991,,,,Effective labour market exit age,Years,64.6,,,,
India,IND,,1992,,,,Effective labour market exit age,Years,66,,,,
India,IND,,1993,,,,Effective labour market exit age,Years,67.2,,,,
India,IND,,1994,,,,Effective labour market exit age,Years,67.4,,,,
India,IND,,1995,,,,Effective labour market exit age,Years,59.1,,,,
India,IND,,1996,,,,Effective labour market exit age,Years,59.3,,,,
India,IND,,1997,,,,Effective labour market exit age,Years,57.9,,,,
India,IND,,1998,,,,Effective labour market exit age,Years,57.9,,,,
India,IND,,1999,,,,Effective labour market exit age,Years,59.1,,,,
India,IND,,2000,,,,Effective labour market exit age,Years,68.5,,,,
India,IND,,2001,,,,Effective labour market exit age,Years,62.9,,,,
India,IND,,2002,,,,Effective labour market exit age,Years,64.7,,,,
India,IND,,2003,,,,Effective labour market exit age,Years,70.1,,,,
India,IND,,2004,,,,Effective labour market exit age,Years,64.8,,,,
India,IND,,2005,,,,Effective labour market exit age,Years,65.6,,,,
India,IND,,2006,,,,Effective labour market exit age,Years,68.3,,,,
India,IND,,2007,,,,Effective labour market exit age,Years,67.5,,,,
India,IND,,2008,,,,Effective labour market exit age,Years,63.9,,,,
India,IND,,2009,,,,Effective labour market exit age,Years,60.6,,,,
India,IND,,2010,,,,Effective labour market exit age,Years,59.1,,,,
India,IND,,2011,,,,Effective labour market exit age,Years,59.2,,,,
India,IND,,2012,,,,Effective labour market exit age,Years,58.6,,,,
India,IND,,2013,,,,Effective labour market exit age,Years,58.9,,,,
India,IND,,2014,,,,Effective labour market exit age,Years,59.1,,,,
India,IND,,2015,,,,Effective labour market exit age,Years,59.4,,,,
India,IND,,2016,,,,Effective labour market exit age,Years,59.8,,,,
India,IND,,2017,,,,Effective labour market exit age,Years,60.4,,,,
India,IND,,2018,,,,Effective labour market exit age,Years,60.2,,,,
India,IND,,2019,,,,Effective labour market exit age,Years,60.6,,,,
India,IND,,2020,,,,Effective labour market exit age,Years,67.2,,,,
India,IND,,2021,,,,Effective labour market exit age,Years,67.7,,,,
India,IND,,2022,,,,Effective labour market exit age,Years,69.1,,,,
European Union (27 countries),EU27,,2020,,,,Future retirement age for a person who entered the labour force at age 22,Years,66.1,,,,
European Union (27 countries),EU27,,2022,,,,Future retirement age for a person who entered the labour force at age 22,Years,66.7,,,,
China (People’s Republic of),CHN,,1987,,,,Effective labour market exit age,Years,55.1,,,,
China (People’s Republic of),CHN,,1988,,,,Effective labour market exit age,Years,55.5,,,,
China (People’s Republic of),CHN,,1989,,,,Effective labour market exit age,Years,56,,,,
China (People’s Republic of),CHN,,1990,,,,Effective labour market exit age,Years,56.5,,,,
China (People’s Republic of),CHN,,1991,,,,Effective labour market exit age,Years,56.2,,,,
China (People’s Republic of),CHN,,1992,,,,Effective labour market exit age,Years,55.9,,,,
China (People’s Republic of),CHN,,1993,,,,Effective labour market exit age,Years,55.5,,,,
China (People’s Republic of),CHN,,1994,,,,Effective labour market exit age,Years,55.2,,,,
China (People’s Republic of),CHN,,1995,,,,Effective labour market exit age,Years,54.9,,,,
China (People’s Republic of),CHN,,1996,,,,Effective labour market exit age,Years,55.2,,,,
China (People’s Republic of),CHN,,1997,,,,Effective labour market exit age,Years,55.5,,,,
China (People’s Republic of),CHN,,1998,,,,Effective labour market exit age,Years,56,,,,
China (People’s Republic of),CHN,,1999,,,,Effective labour market exit age,Years,56.3,,,,
China (People’s Republic of),CHN,,2000,,,,Effective labour market exit age,Years,56.3,,,,
China (People’s Republic of),CHN,,2001,,,,Effective labour market exit age,Years,57,,,,
China (People’s Republic of),CHN,,2002,,,,Effective labour market exit age,Years,57.8,,,,
China (People’s Republic of),CHN,,2003,,,,Effective labour market exit age,Years,58.4,,,,
China (People’s Republic of),CHN,,2004,,,,Effective labour market exit age,Years,59,,,,
China (People’s Republic of),CHN,,2005,,,,Effective labour market exit age,Years,60,,,,
China (People’s Republic of),CHN,,2006,,,,Effective labour market exit age,Years,60.1,,,,
China (People’s Republic of),CHN,,2007,,,,Effective labour market exit age,Years,59.8,,,,
China (People’s Republic of),CHN,,2008,,,,Effective labour market exit age,Years,59.7,,,,
China (People’s Republic of),CHN,,2009,,,,Effective labour market exit age,Years,59.5,,,,
China (People’s Republic of),CHN,,2010,,,,Effective labour market exit age,Years,59.3,,,,
China (People’s Republic of),CHN,,2011,,,,Effective labour market exit age,Years,59.1,,,,
China (People’s Republic of),CHN,,2012,,,,Effective labour market exit age,Years,59,,,,
China (People’s Republic of),CHN,,2013,,,,Effective labour market exit age,Years,58.9,,,,
China (People’s Republic of),CHN,,2014,,,,Effective labour market exit age,Years,58.9,,,,
China (People’s Republic of),CHN,,2015,,,,Effective labour market exit age,Years,59.1,,,,
China (People’s Republic of),CHN,,2016,,,,Effective labour market exit age,Years,59.5,,,,
China (People’s Republic of),CHN,,2017,,,,Effective labour market exit age,Years,59.6,,,,
China (People’s Republic of),CHN,,2018,,,,Effective labour market exit age,Years,59.7,,,,
China (People’s Republic of),CHN,,2019,,,,Effective labour market exit age,Years,59.7,,,,
China (People’s Republic of),CHN,,2020,,,,Effective labour market exit age,Years,60.6,,,,
China (People’s Republic of),CHN,,2021,,,,Effective labour market exit age,Years,60,,,,
Australia,AUS,,2022,,,,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,23.8,,,,
Austria,AUT,,1950,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,17.3,,,,
Austria,AUT,,1951,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,17.6,,,,
Austria,AUT,,1952,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,18.1,,,,
Austria,AUT,,1953,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,18.5,,,,
Austria,AUT,,1954,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,18.9,,,,
Austria,AUT,,1955,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,19.3,,,,
Austria,AUT,,1956,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,19.6,,,,
Austria,AUT,,1957,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,20,,,,
Austria,AUT,,1958,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,20.4,,,,
Austria,AUT,,1959,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,20.7,,,,
Austria,AUT,,1960,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,21.1,,,,
Austria,AUT,,1961,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,21.5,,,,
Austria,AUT,,1962,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,21.8,,,,
Austria,AUT,,1963,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,22.3,,,,
Austria,AUT,,1964,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,22.7,,,,
Austria,AUT,,1965,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,23.1,,,,
Austria,AUT,,1966,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,23.6,,,,
Austria,AUT,,1967,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.1,,,,
Austria,AUT,,1968,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.6,,,,
Austria,AUT,,1969,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.2,,,,
Austria,AUT,,1970,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.6,,,,
Austria,AUT,,1971,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,26,,,,
Austria,AUT,,1972,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,26.4,,,,
Austria,AUT,,1973,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,26.7,,,,
Austria,AUT,,1974,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,27,,,,
Austria,AUT,,1975,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,27.1,,,,
Austria,AUT,,1976,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,27.6,,,,
Austria,AUT,,1977,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,28,,,,
Austria,AUT,,1978,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,28.3,,,,
Austria,AUT,,1979,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,28.4,,,,
Austria,AUT,,1980,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,28.1,,,,
Austria,AUT,,1981,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,27.3,,,,
Austria,AUT,,1982,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,26.2,,,,
Austria,AUT,,1983,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25,,,,
Austria,AUT,,1984,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24,,,,
Austria,AUT,,1985,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,23.5,,,,
Austria,AUT,,1986,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,23.3,,,,
Austria,AUT,,1987,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,23.6,,,,
Austria,AUT,,1988,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.1,,,,
Austria,AUT,,1989,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.5,,,,
Austria,AUT,,1991,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25,,,,
Austria,AUT,,1992,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.4,,,,
Austria,AUT,,1993,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.8,,,,
Austria,AUT,,1994,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.7,,,,
Austria,AUT,,1996,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.7,,,,
Austria,AUT,,1997,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.9,,,,
Austria,AUT,,1998,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25,,,,
Austria,AUT,,1999,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.1,,,,
Austria,AUT,,2001,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.3,,,,
Austria,AUT,,2002,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.4,,,,
Austria,AUT,,2003,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.4,,,,
Austria,AUT,,2004,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.6,,,,
Austria,AUT,,2022,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,32.5,,,,
Austria,AUT,,2023,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,34.5,,,,
Austria,AUT,,2024,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,35.5,,,,
Austria,AUT,,1995,,,,Effective labour market exit age,Years,57.9,,,,
Austria,AUT,,1996,,,,Effective labour market exit age,Years,57.6,,,,
Austria,AUT,,1997,,,,Effective labour market exit age,Years,57.5,,,,
Austria,AUT,,1998,,,,Effective labour market exit age,Years,57.9,,,,
Austria,AUT,,1999,,,,Effective labour market exit age,Years,58.1,,,,
Austria,AUT,,2000,,,,Effective labour market exit age,Years,57.9,,,,
Austria,AUT,,2001,,,,Effective labour market exit age,Years,57.5,,,,
Austria,AUT,,2002,,,,Effective labour market exit age,Years,58.2,,,,
Austria,AUT,,2003,,,,Effective labour market exit age,Years,58.2,,,,
Austria,AUT,,2004,,,,Effective labour market exit age,Years,57.4,,,,
Austria,AUT,,2005,,,,Effective labour market exit age,Years,57.2,,,,
Austria,AUT,,2006,,,,Effective labour market exit age,Years,58,,,,
Austria,AUT,,2007,,,,Effective labour market exit age,Years,57.2,,,,
Austria,AUT,,2008,,,,Effective labour market exit age,Years,57,,,,
Austria,AUT,,2009,,,,Effective labour market exit age,Years,56.9,,,,
Austria,AUT,,2010,,,,Effective labour market exit age,Years,57.3,,,,
Austria,AUT,,2011,,,,Effective labour market exit age,Years,57.7,,,,
Austria,AUT,,2012,,,,Effective labour market exit age,Years,58.5,,,,
Austria,AUT,,2013,,,,Effective labour market exit age,Years,59.2,,,,
Austria,AUT,,2014,,,,Effective labour market exit age,Years,59.3,,,,
Austria,AUT,,2015,,,,Effective labour market exit age,Years,59.3,,,,
Austria,AUT,,2016,,,,Effective labour market exit age,Years,59.6,,,,
Austria,AUT,,2017,,,,Effective labour market exit age,Years,60.1,,,,
Austria,AUT,,2018,,,,Effective labour market exit age,Years,60,,,,
Austria,AUT,,2019,,,,Effective labour market exit age,Years,60.4,,,,
Austria,AUT,,2020,,,,Effective labour market exit age,Years,60.7,,,,
Austria,AUT,,2021,,,,Effective labour market exit age,Years,61.3,,,,
Austria,AUT,,2022,,,,Effective labour market exit age,Years,60.9,,,,
Belgium,BEL,,2014,,,,Employment rate,Percentage of population in the same age,4.7,,,,
Belgium,BEL,,2018,,,,Employment rate,Percentage of population in the same age,5.3,,,,
Belgium,BEL,,2020,,,,Employment rate,Percentage of population in the same age,5.8,,,,
Belgium,BEL,,2022,,,,Employment rate,Percentage of population in the same age,7.5,,,,
Canada,CAN,,2014,,,,Current retirement age for a person who entered the labour force at age 22,Years,65,,,,
Canada,CAN,,2018,,,,Current retirement age for a person who entered the labour force at age 22,Years,65,,,,
Canada,CAN,,2020,,,,Current retirement age for a person who entered the labour force at age 22,Years,65,,,,
Canada,CAN,,2022,,,,Current retirement age for a person who entered the labour force at age 22,Years,65,,,,
Czechia,CZE,,2022,,,,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,47.4,,,,
Czechia,CZE,,1970,,,,Expected years after labour market exit,Years,12.6,,,,
Czechia,CZE,,1971,,,,Expected years after labour market exit,Years,12.8,,,,
Czechia,CZE,,1972,,,,Expected years after labour market exit,Years,13,,,,
Czechia,CZE,,1973,,,,Expected years after labour market exit,Years,13.2,,,,
Czechia,CZE,,1974,,,,Expected years after labour market exit,Years,13.5,,,,
Czechia,CZE,,1975,,,,Expected years after labour market exit,Years,13.8,,,,
Czechia,CZE,,1976,,,,Expected years after labour market exit,Years,13.8,,,,
Czechia,CZE,,1977,,,,Expected years after labour market exit,Years,13.8,,,,
Czechia,CZE,,1978,,,,Expected years after labour market exit,Years,13.7,,,,
Czechia,CZE,,1979,,,,Expected years after labour market exit,Years,13.7,,,,
Czechia,CZE,,1980,,,,Expected years after labour market exit,Years,13.5,,,,
Czechia,CZE,,1981,,,,Expected years after labour market exit,Years,13.4,,,,
Czechia,CZE,,1982,,,,Expected years after labour market exit,Years,13.2,,,,
Czechia,CZE,,1983,,,,Expected years after labour market exit,Years,13.1,,,,
Czechia,CZE,,1984,,,,Expected years after labour market exit,Years,13.1,,,,
Czechia,CZE,,1985,,,,Expected years after labour market exit,Years,13.1,,,,
Czechia,CZE,,1986,,,,Expected years after labour market exit,Years,13.2,,,,
Czechia,CZE,,1987,,,,Expected years after labour market exit,Years,13.4,,,,
Czechia,CZE,,1988,,,,Expected years after labour market exit,Years,13.5,,,,
Czechia,CZE,,1989,,,,Expected years after labour market exit,Years,13.6,,,,
Czechia,CZE,,1990,,,,Expected years after labour market exit,Years,13.6,,,,
Czechia,CZE,,1991,,,,Expected years after labour market exit,Years,14.4,,,,
