REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,72
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,87.9
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,91.2
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,92
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,90.5
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,90.9
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,91.7
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,92
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,91.3
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,91.9
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,91.1
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,92.3
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,92.1
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,91.8
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,91.6
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.2
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,91.4
TUR,Türkiye,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,90.6
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,89.5
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1997,87.9
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2002,90.6
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,91.3
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,89.4
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,88.6
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,90
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,89.1
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,89.8
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,88.3
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,87.4
CHE,Switzerland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,87.9
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1980,91.4
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1981,89.8
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1982,91.9
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1983,93.3
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1984,92.5
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1985,91.8
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1986,92.3
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1987,92.8
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1988,90.3
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1989,92.3
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1990,89
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1991,89.2
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1992,86.6
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1993,86.7
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1994,89
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1995,87.9
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1996,90
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,88.9
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1998,88.7
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1999,88.8
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2000,88.3
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,87.6
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,87.8
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,90.8
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,86.4
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,88.7
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,90.1
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,91.5
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,90.9
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,91.6
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,90.8
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,91.9
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,90.7
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,89.4
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,89
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.4
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,86.7
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.9
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,86
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,85.4
SWE,Sweden,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,86.7
